
List of user-set options:

                                    Name   Value                used
                           linear_solver = ma57                  yes
                  ma57_automatic_scaling = yes                   yes
                                max_iter = 10000                 yes
                             mu_strategy = adaptive              yes
                             output_file = OptimalAnkleExoIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-006                yes
This is Ipopt version 3.11.0, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:   282205
Number of nonzeros in inequality constraint Jacobian.:    56224
Number of nonzeros in Lagrangian Hessian.............:    99144

Total number of variables............................:    58407
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    58407
                     variables with only upper bounds:        0
Total number of equality constraints.................:    43417
Total number of inequality constraints...............:    28923
        inequality constraints with only lower bounds:    13932
   inequality constraints with lower and upper bounds:     1059
        inequality constraints with only upper bounds:    13932

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0 9.9999900e-003 9.48e+001 2.29e+000   0.0 0.00e+000    -  0.00e+000 0.00e+000   0
   1 3.5941992e-002 9.34e+001 4.75e+003   1.7 4.28e+001   2.0 9.90e-001 1.45e-002h  1
   2 7.3844919e-002 8.34e+001 7.60e+004   3.2 5.31e+001   1.5 5.68e-001 1.07e-001f  1
   3 7.3564320e+000 6.39e+001 6.10e+004   3.2 6.88e+001    -  2.46e-001 2.34e-001f  1
   4 1.2835161e+001 4.13e+001 3.82e+004   2.7 6.01e+001    -  3.30e-001 3.54e-001f  1
   5 3.2923368e+001 2.38e+001 4.74e+004   2.5 4.74e+001   1.0 6.68e-001 4.24e-001h  1
   6 3.9747346e+001 1.90e+001 1.68e+005   2.2 3.40e+001   1.5 9.80e-001 2.01e-001h  1
   7 4.6915559e+001 1.61e+001 3.40e+005   2.1 2.77e+001   1.9 9.68e-001 2.58e-001h  1
   8 5.3185727e+001 1.30e+001 6.65e+005   1.7 2.35e+001   2.3 9.95e-001 2.67e-001h  1
   9 6.3431043e+001 6.31e+000 7.34e+004   1.4 1.92e+001   1.8 1.00e+000 5.35e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10 6.6590752e+001 4.21e+000 4.99e+004   0.7 9.16e+000   2.3 1.00e+000 3.45e-001h  1
  11 7.2377302e+001 4.17e-001 2.88e+004  -0.3 6.27e+000   1.8 1.00e+000 9.23e-001h  1
  12 7.2833811e+001 1.16e-003 2.90e+003  -0.4 4.57e-001   1.3 9.99e-001 1.00e+000h  1
  13 7.2701826e+001 1.02e-004 3.00e+001  -2.3 1.32e-001   0.8 9.86e-001 1.00e+000f  1
  14 7.2290479e+001 1.07e-003 9.51e-001  -2.9 4.11e-001   0.4 1.00e+000 1.00e+000f  1
  15 7.1048363e+001 1.04e-002 9.57e-001  -3.7 1.24e+000  -0.1 9.98e-001 1.00e+000f  1
  16 6.7329730e+001 9.47e-002 9.55e-001  -3.9 3.72e+000  -0.6 9.96e-001 1.00e+000f  1
  17 5.6308942e+001 8.46e-001 9.44e-001  -3.6 1.10e+001  -1.1 1.00e+000 1.00e+000f  1
  18 2.9234635e+001 6.02e+000 9.01e-001  -3.1 3.13e+001  -1.5 9.40e-001 8.64e-001f  1
  19 3.1548213e+000 1.54e+001 4.60e+000  -2.0 5.82e+001  -2.0 1.98e-001 4.48e-001f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20 3.5235636e-001 1.25e+001 1.55e+000  -1.6 7.14e+000  -2.5 5.26e-001 3.93e-001f  1
  21 7.0429877e+000 2.37e+000 3.03e+000  -1.6 6.69e+000  -3.0 3.46e-001 1.00e+000f  1
  22 8.0002676e+000 4.06e-001 1.95e-001  -2.3 2.42e+000  -3.5 9.86e-001 1.00e+000f  1
  23 7.3156821e+000 3.50e-001 6.37e-002  -3.0 3.00e+000  -3.9 9.67e-001 1.00e+000f  1
  24 7.8204309e+000 1.94e-001 3.09e-002  -3.2 1.30e+001    -  8.80e-001 1.00e+000f  1
  25 7.9497012e+000 1.78e-003 7.01e-004  -3.2 1.10e+000  -4.4 1.00e+000 1.00e+000h  1
  26 6.8517628e+000 4.85e-002 7.12e-002  -9.2 4.88e+000  -4.9 7.27e-001 1.00e+000f  1
  27 4.9123825e+000 1.75e-001 1.95e-003  -4.2 1.02e+001  -5.4 1.00e+000 1.00e+000f  1
  28 4.4527185e+000 2.63e-002 5.38e-003  -4.3 3.80e+000  -4.9 5.38e-001 1.00e+000h  1
  29 4.2664557e+000 1.10e-002 4.72e-003  -4.4 1.62e+000  -4.5 9.77e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30 4.1594774e+000 2.87e-003 6.34e-004  -5.4 8.08e-001  -4.1 9.97e-001 9.72e-001h  1
  31 3.9895253e+000 3.06e-003 2.79e-003  -5.3 2.31e+000  -4.6 1.00e+000 5.58e-001h  1
  32 3.8975166e+000 2.15e-003 9.69e-004  -5.4 8.84e-001  -4.1 1.00e+000 8.60e-001h  1
  33 3.7867179e+000 1.98e-003 6.26e-003  -5.2 2.32e+000  -4.6 1.00e+000 4.06e-001h  1
  34 3.5805744e+000 6.01e-003 8.10e-003  -4.9 6.37e+000  -5.1 1.00e+000 3.40e-001f  1
  35 3.4259049e+000 5.20e-003 4.06e-003  -5.5 2.39e+000  -4.7 1.00e+000 6.27e-001h  1
  36 3.2802922e+000 6.68e-003 5.45e-003  -5.2 5.87e+000  -5.1 1.00e+000 2.70e-001h  1
  37 3.1682076e+000 4.87e-003 3.86e-003  -5.2 2.28e+000  -4.7 1.00e+000 5.68e-001h  1
  38 3.0043146e+000 7.48e-003 5.57e-003  -5.2 6.36e+000  -5.2 9.89e-001 3.56e-001h  1
  39 2.8747116e+000 4.87e-003 1.40e-003  -5.2 2.39e+000  -4.8 1.00e+000 7.88e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40 2.7492712e+000 6.36e-003 3.00e-003  -5.2 7.98e+000  -5.2 7.16e-001 3.56e-001h  1
  41 2.6875796e+000 4.17e-003 3.26e-003  -5.2 2.21e+000  -4.8 1.00e+000 4.94e-001h  1
  42 2.6098746e+000 4.55e-003 6.58e-003  -5.3 5.45e+000  -5.3 1.00e+000 2.63e-001h  1
  43 2.5239753e+000 3.21e-003 2.46e-003  -5.3 2.30e+000  -4.9 1.00e+000 7.48e-001h  1
  44 2.4779366e+000 7.50e-004 3.79e-004  -5.6 9.00e-001  -4.4 1.00e+000 9.60e-001h  1
